reward,time
2.0,0.48545217514038086
4.0,0.603355884552002
2.0,0.4984118938446045
1.0,0.46466517448425293
0.0,0.4498288631439209
428.0,4.134778022766113
240.0,2.3210771083831787
247.0,2.32486891746521
240.0,2.211894989013672
137.0,2.2691709995269775
323.0,2.7212729454040527
402.0,2.8451762199401855
137.0,2.3815627098083496
247.0,2.321237087249756
323.0,2.7147409915924072
323.0,2.8065130710601807
323.0,2.850835084915161
323.0,2.821126937866211
323.0,2.8308467864990234
323.0,2.8876051902770996
323.0,2.815087080001831
137.0,2.4545600414276123
95.0,2.0730948448181152
323.0,2.907086133956909
240.0,2.4990599155426025
323.0,2.9541308879852295
323.0,2.849180221557617
323.0,2.9540278911590576
91.0,2.5324418544769287
323.0,2.920025110244751
91.0,2.478606939315796
91.0,2.5246708393096924
137.0,2.5215563774108887
402.0,2.9962897300720215
402.0,2.945127248764038
402.0,2.8179657459259033
323.0,2.7906763553619385
343.0,2.9351518154144287
137.0,2.449481964111328
343.0,2.893375873565674
340.0,3.045567035675049
137.0,2.5183541774749756
137.0,2.624476909637451
340.0,3.1535229682922363
137.0,2.5208740234375
137.0,2.50905704498291
304.0,2.8517308235168457
304.0,2.8926479816436768
304.0,2.9093692302703857
323.0,2.902627944946289
323.0,2.8709990978240967
323.0,3.0483767986297607
323.0,3.2582180500030518
343.0,2.9800660610198975
81.0,2.480562925338745
81.0,2.282724142074585
81.0,2.269829750061035
109.0,2.313544273376465
109.0,2.314262866973877
109.0,2.2949140071868896
109.0,2.5168869495391846
69.0,1.9396171569824219
69.0,2.0144948959350586
69.0,2.125648021697998
69.0,1.9632339477539062
245.0,2.4064910411834717
366.0,2.903726100921631
366.0,2.9593138694763184
245.0,2.4148380756378174
245.0,2.4308600425720215
245.0,2.4203829765319824
304.0,2.9478349685668945
144.0,2.789815902709961
304.0,2.8686530590057373
304.0,2.8855199813842773
304.0,2.7779769897460938
304.0,2.9293770790100098
304.0,2.736250877380371
69.0,1.9610679149627686
355.0,2.8045570850372314
69.0,1.8831031322479248
355.0,2.8478589057922363
304.0,2.876828193664551
144.0,2.511082887649536
137.0,2.452004909515381
368.0,2.694108247756958
368.0,2.426795721054077
368.0,2.4354732036590576
368.0,2.4697208404541016
368.0,2.5124619007110596
221.0,2.4576640129089355
368.0,2.5897440910339355
368.0,2.6101431846618652
368.0,2.5969479084014893
221.0,2.4293999671936035
69.0,1.8854329586029053
368.0,2.4649341106414795
368.0,2.4927947521209717
221.0,2.5335261821746826
221.0,2.4895217418670654
302.0,2.4122533798217773
302.0,2.3835837841033936
302.0,2.447946071624756
302.0,2.5185539722442627
144.0,2.6413979530334473
221.0,2.594818115234375
302.0,2.6642191410064697
116.0,2.7810938358306885
302.0,2.820420026779175
245.0,2.9363279342651367
245.0,3.1054201126098633
342.0,3.470294952392578
342.0,3.366990804672241
355.0,3.5317351818084717
342.0,3.548454761505127
355.0,3.5719611644744873
355.0,3.57039213180542
342.0,3.3588149547576904
355.0,3.41579008102417
355.0,3.3216986656188965
355.0,3.425908088684082
355.0,3.2896780967712402
355.0,3.2557759284973145
355.0,3.3191659450531006
355.0,3.12915301322937
355.0,3.1669082641601562
342.0,3.024451732635498
302.0,2.8112730979919434
302.0,2.830132246017456
302.0,2.784193754196167
355.0,3.089085102081299
365.0,3.229886054992676
355.0,2.9883949756622314
322.0,2.929363965988159
365.0,3.4996719360351562
322.0,3.224820137023926
366.0,3.7112996578216553
366.0,3.739208221435547
366.0,3.890225887298584
366.0,3.8272452354431152
366.0,3.778263807296753
366.0,3.704216957092285
366.0,3.5772721767425537
366.0,3.428302764892578
366.0,3.6068451404571533
366.0,3.640416145324707
366.0,3.563708782196045
366.0,3.582810878753662
366.0,3.7789981365203857
366.0,3.6935789585113525
366.0,3.6243300437927246
342.0,3.222184181213379
342.0,3.1547658443450928
342.0,3.4233510494232178
342.0,3.23249888420105
324.0,3.090826988220215
355.0,3.3979921340942383
245.0,2.905940055847168
245.0,2.8862757682800293
351.0,3.172697067260742
351.0,3.378178119659424
366.0,3.5039501190185547
351.0,3.3461267948150635
351.0,3.398061990737915
366.0,3.9517672061920166
366.0,3.6248908042907715
351.0,3.400455951690674
351.0,3.357419967651367
351.0,3.45572829246521
351.0,3.461549758911133
69.0,2.5167322158813477
351.0,3.5593597888946533
351.0,3.7872960567474365
103.0,3.256736993789673
351.0,4.5441811084747314
389.0,4.926722049713135
389.0,5.281324863433838
389.0,5.244980812072754
389.0,4.952221155166626
389.0,5.144856929779053
389.0,4.850961208343506
389.0,3.998286724090576
389.0,3.880498170852661
389.0,4.09796404838562
389.0,3.782335042953491
389.0,3.6030478477478027
103.0,2.555940866470337
351.0,3.544128179550171
103.0,2.541482925415039
137.0,3.4969980716705322
137.0,3.020030975341797
137.0,3.0906739234924316
137.0,3.0498108863830566
137.0,3.275881290435791
137.0,3.085118055343628
137.0,3.183919906616211
324.0,3.316823959350586
393.0,3.896315813064575
393.0,3.7102043628692627
245.0,2.9426348209381104
324.0,3.124876022338867
389.0,3.2985239028930664
393.0,3.3112032413482666
393.0,3.2488420009613037
351.0,2.876523971557617
351.0,2.856163740158081
351.0,2.8588600158691406
351.0,2.8083741664886475
351.0,2.814154863357544
351.0,2.786656141281128
351.0,2.8049771785736084
351.0,2.783979654312134
341.0,2.719649076461792
341.0,2.661156177520752
341.0,2.617025852203369
144.0,2.5055809020996094
137.0,2.437998056411743
144.0,2.467072010040283
393.0,2.840804100036621
390.0,2.9043028354644775
390.0,2.9226059913635254
144.0,2.5955731868743896
137.0,2.5797250270843506
341.0,2.853965997695923
144.0,2.718216896057129
137.0,2.773576021194458
137.0,2.752532958984375
137.0,2.7690470218658447
137.0,2.8189399242401123
137.0,2.8064892292022705
137.0,2.8848140239715576
137.0,2.8261330127716064
137.0,2.8364808559417725
137.0,2.77689790725708
137.0,2.7518491744995117
137.0,2.754720687866211
137.0,2.793030261993408
137.0,2.7808289527893066
137.0,2.6973719596862793
137.0,2.61478590965271
137.0,2.921504020690918
137.0,2.5951359272003174
137.0,2.5044610500335693
137.0,2.4271743297576904
137.0,2.376603841781616
137.0,2.4145309925079346
137.0,2.4031670093536377
137.0,2.5181989669799805
137.0,2.459821939468384
137.0,2.501070976257324
137.0,2.5106801986694336
137.0,2.474235773086548
137.0,2.5139050483703613
137.0,2.457085132598877
137.0,2.4735817909240723
137.0,2.5444531440734863
137.0,2.548081874847412
137.0,2.4533040523529053
137.0,2.4611310958862305
137.0,2.4128048419952393
144.0,2.5693840980529785
137.0,2.547093152999878
137.0,3.033975839614868
151.0,2.637634038925171
151.0,3.0677380561828613
341.0,3.0423097610473633
341.0,2.903311252593994
151.0,2.8073127269744873
151.0,2.6703691482543945
151.0,2.6351191997528076
151.0,2.6534128189086914
151.0,2.910140037536621
151.0,2.7257699966430664
151.0,2.812582015991211
151.0,3.167268991470337
151.0,3.003180980682373
151.0,2.919239044189453
151.0,3.018131971359253
151.0,2.974797010421753
151.0,2.9466629028320312
151.0,3.087367057800293
151.0,2.960167169570923
151.0,2.935614824295044
151.0,2.994777202606201
151.0,2.9550836086273193
151.0,2.823559284210205
151.0,2.7352209091186523
137.0,2.6231369972229004
151.0,2.6473050117492676
151.0,2.6207969188690186
151.0,2.6121699810028076
137.0,2.5923070907592773
289.0,2.6663320064544678
228.0,2.511646032333374
151.0,2.6252880096435547
228.0,2.5071918964385986
151.0,2.622663974761963
151.0,2.616086959838867
151.0,2.6411120891571045
151.0,2.6622531414031982
151.0,2.7525408267974854
151.0,2.61694598197937
151.0,2.6687800884246826
151.0,2.6488840579986572
151.0,2.652379035949707
151.0,2.65395188331604
151.0,2.675037145614624
151.0,2.829050064086914
151.0,2.751722574234009
151.0,2.6667442321777344
151.0,2.6098599433898926
151.0,2.6112310886383057
151.0,2.6448798179626465
151.0,2.5824050903320312
151.0,2.639249086380005
151.0,2.611790895462036
151.0,2.6141550540924072
162.0,2.6642608642578125
151.0,2.611769199371338
151.0,2.6467318534851074
151.0,2.6773321628570557
151.0,2.606997013092041
151.0,2.614959955215454
151.0,2.6214418411254883
151.0,2.686756134033203
162.0,2.65344500541687
162.0,2.674854040145874
151.0,2.5873730182647705
151.0,2.705113172531128
151.0,2.753675699234009
237.0,2.519954204559326
151.0,2.636279821395874
151.0,2.776219129562378
151.0,2.97012996673584
151.0,2.9778270721435547
151.0,2.9943490028381348
151.0,2.8114748001098633
151.0,2.6680610179901123
339.0,3.227598190307617
367.0,3.165536880493164
367.0,3.665389060974121
309.0,3.779714822769165
229.0,3.4865520000457764
237.0,3.8213601112365723
151.0,3.9559969902038574
151.0,3.787598133087158
151.0,3.8637478351593018
151.0,3.859025239944458
237.0,3.787731885910034
237.0,3.9334218502044678
309.0,3.826535224914551
151.0,3.7890207767486572
151.0,3.6510519981384277
151.0,3.4357781410217285
248.0,3.4201738834381104
237.0,3.3323419094085693
309.0,3.2932841777801514
309.0,3.3265421390533447
367.0,3.620612859725952
309.0,3.2113358974456787
237.0,3.4112560749053955
309.0,3.271047830581665
374.0,3.831865072250366
366.0,3.687735080718994
309.0,3.413433790206909
304.0,3.8525922298431396
304.0,3.7445709705352783
309.0,3.334285020828247
309.0,3.220651865005493
367.0,3.4105899333953857
367.0,3.278696298599243
367.0,3.137826919555664
333.0,3.1335110664367676
116.0,2.7391068935394287
367.0,3.2275078296661377
309.0,2.7909910678863525
309.0,2.8222012519836426
367.0,3.1283888816833496
228.0,2.591679811477661
337.0,2.9209651947021484
337.0,3.0704598426818848
337.0,3.013707160949707
337.0,3.0450527667999268
337.0,3.1795520782470703
367.0,3.0499911308288574
367.0,3.166527032852173
338.0,3.4307849407196045
337.0,3.5745558738708496
367.0,3.4086201190948486
304.0,4.159451961517334
367.0,4.337210178375244
367.0,3.6119887828826904
367.0,3.536074161529541
367.0,3.511537790298462
367.0,3.576444149017334
367.0,3.358858108520508
367.0,3.276557683944702
367.0,3.3966081142425537
367.0,3.293332099914551
367.0,3.280626058578491
367.0,3.465143918991089
367.0,3.4740848541259766
367.0,3.3892390727996826
367.0,3.776703119277954
367.0,3.509251117706299
367.0,3.2401158809661865
367.0,3.9745841026306152
367.0,4.117779970169067
367.0,3.34372878074646
367.0,3.1858901977539062
359.0,3.0745439529418945
359.0,3.0617880821228027
359.0,2.966716766357422
359.0,2.906836986541748
367.0,3.0036232471466064
367.0,3.0157408714294434
367.0,3.0131900310516357
367.0,3.12362003326416
359.0,2.9199109077453613
359.0,2.9995388984680176
359.0,3.5833382606506348
367.0,3.907439947128296
366.0,3.9754858016967773
359.0,3.583857297897339
367.0,3.820260763168335
359.0,3.8787269592285156
367.0,3.572746992111206
367.0,3.5158791542053223
367.0,3.4757587909698486
116.0,2.9140102863311768
146.0,3.085758924484253
146.0,2.9668190479278564
146.0,2.9428348541259766
146.0,2.906053066253662
146.0,2.901080846786499
146.0,2.843276023864746
146.0,2.88500714302063
146.0,2.8402278423309326
144.0,2.864008903503418
144.0,2.835339069366455
241.0,3.113281011581421
116.0,2.957095146179199
116.0,3.0510730743408203
146.0,3.4615890979766846
146.0,3.440960645675659
146.0,3.4779741764068604
304.0,3.7302989959716797
144.0,3.1769988536834717
304.0,3.4695820808410645
144.0,2.9761910438537598
144.0,2.9511849880218506
144.0,2.981631278991699
144.0,2.979524850845337
144.0,3.0049147605895996
144.0,3.323941230773926
144.0,3.223223924636841
144.0,3.277824878692627
304.0,3.6512551307678223
304.0,3.541347026824951
146.0,3.164700984954834
374.0,4.132909059524536
374.0,3.8233377933502197
374.0,3.660550117492676
338.0,3.160310983657837
338.0,3.063544988632202
339.0,3.1145150661468506
339.0,3.1932530403137207
339.0,3.11661696434021
374.0,3.3683130741119385
339.0,3.035991668701172
403.0,3.3187952041625977
403.0,3.4471280574798584
403.0,3.8011200428009033
403.0,3.4659440517425537
403.0,3.476923704147339
403.0,3.5101540088653564
403.0,3.2312991619110107
339.0,2.9846949577331543
339.0,3.0164880752563477
339.0,3.048095941543579
339.0,3.2086269855499268
339.0,2.906899929046631
339.0,2.8406901359558105
374.0,3.0539050102233887
374.0,3.1045658588409424
374.0,3.1545541286468506
403.0,3.178135871887207
339.0,2.958591938018799
374.0,3.4630541801452637
339.0,3.077198028564453
339.0,3.1126089096069336
374.0,3.3363499641418457
374.0,3.3373939990997314
374.0,3.3374361991882324
374.0,3.3919177055358887
374.0,3.3078861236572266
374.0,3.4293930530548096
360.0,3.6727590560913086
374.0,3.80531907081604
360.0,3.9376988410949707
374.0,3.8841488361358643
360.0,3.5030252933502197
360.0,3.4560229778289795
374.0,3.5754640102386475
360.0,3.404568672180176
360.0,3.888578176498413
95.0,2.7396981716156006
360.0,3.4212288856506348
374.0,3.3721261024475098
374.0,3.3958747386932373
374.0,3.4161322116851807
374.0,3.378682851791382
374.0,3.4042880535125732
374.0,3.4515109062194824
374.0,3.314021110534668
374.0,3.6701531410217285
298.0,3.2911598682403564
374.0,4.04938817024231
374.0,4.208901882171631
374.0,4.131281852722168
